obf-class	obf-field	obf-signature	cb-field	cb-signature
th	g	Lth;	g	Lnet/minecraft/server/CreativeModeTab;
th	h	Lth;	h	Lnet/minecraft/server/CreativeModeTab;
th	i	Lth;	i	Lnet/minecraft/server/CreativeModeTab;
th	j	Lth;	j	Lnet/minecraft/server/CreativeModeTab;
th	k	Lth;	k	Lnet/minecraft/server/CreativeModeTab;
th	l	Lth;	l	Lnet/minecraft/server/CreativeModeTab;
th	m	Lth;	m	Lnet/minecraft/server/CreativeModeTab;
th	n	I	n	I
th	o	Ljava/lang/String;	o	Ljava/lang/String;
th	p	Ljava/lang/String;	p	Ljava/lang/String;
th	q	Z	q	Z
th	r	Z	r	Z
tu	c	[Lamj;	c	[Lnet/minecraft/server/Block;
tu	a	F	a	F
tu	cl	I	cl	I
tu	b	Lul;	b	Lnet/minecraft/server/EnumToolMaterial;
tv	a	Lagb;	a	Lnet/minecraft/server/Material;
tw	a	[Ljava/lang/String;	a	[Ljava/lang/String;
tw	b	[I	b	[I
u	a	Ljava/lang/String;	allowedCharacters	Ljava/lang/String;
u	b	[C	b	[C
uf	a	I	a	I
uf	b	I	b	I
uf	c	F	c	F
uf	cl	Z	cl	Z
uf	cm	Z	cm	Z
uf	cn	I	cn	I
uf	co	I	co	I
uf	cp	I	cp	I
uf	cq	F	cq	F
uh	a	Ljava/lang/Class;	a	Ljava/lang/Class;
ui	c	[Lamj;	c	[Lnet/minecraft/server/Block;
uj	a	Lul;	a	Lnet/minecraft/server/EnumToolMaterial;
uk	a	Lth;	a	Lnet/minecraft/server/CreativeModeTab;
uk	d	Ljava/util/Random;	d	Ljava/util/Random;
uk	e	[Luk;	byId	[Lnet/minecraft/server/Item;
uk	f	Luk;	IRON_SPADE	Lnet/minecraft/server/Item;
uk	g	Luk;	IRON_PICKAXE	Lnet/minecraft/server/Item;
uk	h	Luk;	IRON_AXE	Lnet/minecraft/server/Item;
uk	i	Luk;	FLINT_AND_STEEL	Lnet/minecraft/server/Item;
uk	j	Luk;	APPLE	Lnet/minecraft/server/Item;
uk	k	Luk;	BOW	Lnet/minecraft/server/Item;
uk	l	Luk;	ARROW	Lnet/minecraft/server/Item;
uk	m	Luk;	COAL	Lnet/minecraft/server/Item;
uk	n	Luk;	DIAMOND	Lnet/minecraft/server/Item;
uk	o	Luk;	IRON_INGOT	Lnet/minecraft/server/Item;
uk	p	Luk;	GOLD_INGOT	Lnet/minecraft/server/Item;
uk	q	Luk;	IRON_SWORD	Lnet/minecraft/server/Item;
uk	r	Luk;	WOOD_SWORD	Lnet/minecraft/server/Item;
uk	s	Luk;	WOOD_SPADE	Lnet/minecraft/server/Item;
uk	t	Luk;	WOOD_PICKAXE	Lnet/minecraft/server/Item;
uk	u	Luk;	WOOD_AXE	Lnet/minecraft/server/Item;
uk	v	Luk;	STONE_SWORD	Lnet/minecraft/server/Item;
uk	w	Luk;	STONE_SPADE	Lnet/minecraft/server/Item;
uk	x	Luk;	STONE_PICKAXE	Lnet/minecraft/server/Item;
uk	y	Luk;	STONE_AXE	Lnet/minecraft/server/Item;
uk	z	Luk;	DIAMOND_SWORD	Lnet/minecraft/server/Item;
uk	A	Luk;	DIAMOND_SPADE	Lnet/minecraft/server/Item;
uk	B	Luk;	DIAMOND_PICKAXE	Lnet/minecraft/server/Item;
uk	C	Luk;	DIAMOND_AXE	Lnet/minecraft/server/Item;
uk	D	Luk;	STICK	Lnet/minecraft/server/Item;
uk	E	Luk;	BOWL	Lnet/minecraft/server/Item;
uk	F	Luk;	MUSHROOM_SOUP	Lnet/minecraft/server/Item;
uk	G	Luk;	GOLD_SWORD	Lnet/minecraft/server/Item;
uk	H	Luk;	GOLD_SPADE	Lnet/minecraft/server/Item;
uk	I	Luk;	GOLD_PICKAXE	Lnet/minecraft/server/Item;
uk	J	Luk;	GOLD_AXE	Lnet/minecraft/server/Item;
uk	K	Luk;	STRING	Lnet/minecraft/server/Item;
uk	L	Luk;	FEATHER	Lnet/minecraft/server/Item;
uk	M	Luk;	SULPHUR	Lnet/minecraft/server/Item;
uk	N	Luk;	WOOD_HOE	Lnet/minecraft/server/Item;
uk	O	Luk;	STONE_HOE	Lnet/minecraft/server/Item;
uk	P	Luk;	IRON_HOE	Lnet/minecraft/server/Item;
uk	Q	Luk;	DIAMOND_HOE	Lnet/minecraft/server/Item;
uk	R	Luk;	GOLD_HOE	Lnet/minecraft/server/Item;
uk	S	Luk;	SEEDS	Lnet/minecraft/server/Item;
uk	T	Luk;	WHEAT	Lnet/minecraft/server/Item;
uk	U	Luk;	BREAD	Lnet/minecraft/server/Item;
uk	V	Luk;	LEATHER_HELMET	Lnet/minecraft/server/Item;
uk	W	Luk;	LEATHER_CHESTPLATE	Lnet/minecraft/server/Item;
uk	X	Luk;	LEATHER_LEGGINGS	Lnet/minecraft/server/Item;
uk	Y	Luk;	LEATHER_BOOTS	Lnet/minecraft/server/Item;
uk	Z	Luk;	CHAINMAIL_HELMET	Lnet/minecraft/server/Item;
uk	aa	Luk;	CHAINMAIL_CHESTPLATE	Lnet/minecraft/server/Item;
uk	ab	Luk;	CHAINMAIL_LEGGINGS	Lnet/minecraft/server/Item;
uk	ac	Luk;	CHAINMAIL_BOOTS	Lnet/minecraft/server/Item;
uk	ad	Luk;	IRON_HELMET	Lnet/minecraft/server/Item;
uk	ae	Luk;	IRON_CHESTPLATE	Lnet/minecraft/server/Item;
uk	af	Luk;	IRON_LEGGINGS	Lnet/minecraft/server/Item;
uk	ag	Luk;	IRON_BOOTS	Lnet/minecraft/server/Item;
uk	ah	Luk;	DIAMOND_HELMET	Lnet/minecraft/server/Item;
uk	ai	Luk;	DIAMOND_CHESTPLATE	Lnet/minecraft/server/Item;
uk	aj	Luk;	DIAMOND_LEGGINGS	Lnet/minecraft/server/Item;
uk	ak	Luk;	DIAMOND_BOOTS	Lnet/minecraft/server/Item;
uk	al	Luk;	GOLD_HELMET	Lnet/minecraft/server/Item;
uk	am	Luk;	GOLD_CHESTPLATE	Lnet/minecraft/server/Item;
uk	an	Luk;	GOLD_LEGGINGS	Lnet/minecraft/server/Item;
uk	ao	Luk;	GOLD_BOOTS	Lnet/minecraft/server/Item;
uk	ap	Luk;	FLINT	Lnet/minecraft/server/Item;
uk	aq	Luk;	PORK	Lnet/minecraft/server/Item;
uk	ar	Luk;	GRILLED_PORK	Lnet/minecraft/server/Item;
uk	as	Luk;	PAINTING	Lnet/minecraft/server/Item;
uk	at	Luk;	GOLDEN_APPLE	Lnet/minecraft/server/Item;
uk	au	Luk;	SIGN	Lnet/minecraft/server/Item;
uk	av	Luk;	WOOD_DOOR	Lnet/minecraft/server/Item;
uk	aw	Luk;	BUCKET	Lnet/minecraft/server/Item;
uk	ax	Luk;	WATER_BUCKET	Lnet/minecraft/server/Item;
uk	ay	Luk;	LAVA_BUCKET	Lnet/minecraft/server/Item;
uk	az	Luk;	MINECART	Lnet/minecraft/server/Item;
uk	aA	Luk;	SADDLE	Lnet/minecraft/server/Item;
uk	aB	Luk;	IRON_DOOR	Lnet/minecraft/server/Item;
uk	aC	Luk;	REDSTONE	Lnet/minecraft/server/Item;
uk	aD	Luk;	SNOW_BALL	Lnet/minecraft/server/Item;
uk	aE	Luk;	BOAT	Lnet/minecraft/server/Item;
uk	aF	Luk;	LEATHER	Lnet/minecraft/server/Item;
uk	aG	Luk;	MILK_BUCKET	Lnet/minecraft/server/Item;
uk	aH	Luk;	CLAY_BRICK	Lnet/minecraft/server/Item;
uk	aI	Luk;	CLAY_BALL	Lnet/minecraft/server/Item;
uk	aJ	Luk;	SUGAR_CANE	Lnet/minecraft/server/Item;
uk	aK	Luk;	PAPER	Lnet/minecraft/server/Item;
uk	aL	Luk;	BOOK	Lnet/minecraft/server/Item;
uk	aM	Luk;	SLIME_BALL	Lnet/minecraft/server/Item;
uk	aN	Luk;	STORAGE_MINECART	Lnet/minecraft/server/Item;
uk	aO	Luk;	POWERED_MINECART	Lnet/minecraft/server/Item;
uk	aP	Luk;	EGG	Lnet/minecraft/server/Item;
uk	aQ	Luk;	COMPASS	Lnet/minecraft/server/Item;
uk	aR	Luk;	FISHING_ROD	Lnet/minecraft/server/Item;
uk	aS	Luk;	WATCH	Lnet/minecraft/server/Item;
uk	aT	Luk;	GLOWSTONE_DUST	Lnet/minecraft/server/Item;
uk	aU	Luk;	RAW_FISH	Lnet/minecraft/server/Item;
uk	aV	Luk;	COOKED_FISH	Lnet/minecraft/server/Item;
uk	aW	Luk;	INK_SACK	Lnet/minecraft/server/Item;
uk	aX	Luk;	BONE	Lnet/minecraft/server/Item;
uk	aY	Luk;	SUGAR	Lnet/minecraft/server/Item;
uk	aZ	Luk;	CAKE	Lnet/minecraft/server/Item;
uk	ba	Luk;	BED	Lnet/minecraft/server/Item;
uk	bb	Luk;	DIODE	Lnet/minecraft/server/Item;
uk	bc	Luk;	COOKIE	Lnet/minecraft/server/Item;
uk	bd	Luo;	MAP	Lnet/minecraft/server/ItemWorldMap;
uk	be	Lvd;	SHEARS	Lnet/minecraft/server/ItemShears;
uk	bf	Luk;	MELON	Lnet/minecraft/server/Item;
uk	bg	Luk;	PUMPKIN_SEEDS	Lnet/minecraft/server/Item;
uk	bh	Luk;	MELON_SEEDS	Lnet/minecraft/server/Item;
uk	bi	Luk;	RAW_BEEF	Lnet/minecraft/server/Item;
uk	bj	Luk;	COOKED_BEEF	Lnet/minecraft/server/Item;
uk	bk	Luk;	RAW_CHICKEN	Lnet/minecraft/server/Item;
uk	bl	Luk;	COOKED_CHICKEN	Lnet/minecraft/server/Item;
uk	bm	Luk;	ROTTEN_FLESH	Lnet/minecraft/server/Item;
uk	bn	Luk;	ENDER_PEARL	Lnet/minecraft/server/Item;
uk	bo	Luk;	BLAZE_ROD	Lnet/minecraft/server/Item;
uk	bp	Luk;	GHAST_TEAR	Lnet/minecraft/server/Item;
uk	bq	Luk;	GOLD_NUGGET	Lnet/minecraft/server/Item;
uk	br	Luk;	NETHER_STALK	Lnet/minecraft/server/Item;
uk	bs	Luv;	POTION	Lnet/minecraft/server/ItemPotion;
uk	bt	Luk;	GLASS_BOTTLE	Lnet/minecraft/server/Item;
uk	bu	Luk;	SPIDER_EYE	Lnet/minecraft/server/Item;
uk	bv	Luk;	FERMENTED_SPIDER_EYE	Lnet/minecraft/server/Item;
uk	bw	Luk;	BLAZE_POWDER	Lnet/minecraft/server/Item;
uk	bx	Luk;	MAGMA_CREAM	Lnet/minecraft/server/Item;
uk	by	Luk;	BREWING_STAND	Lnet/minecraft/server/Item;
uk	bz	Luk;	CAULDRON	Lnet/minecraft/server/Item;
uk	bA	Luk;	EYE_OF_ENDER	Lnet/minecraft/server/Item;
uk	bB	Luk;	SPECKLED_MELON	Lnet/minecraft/server/Item;
uk	bC	Luk;	MONSTER_EGG	Lnet/minecraft/server/Item;
uk	bD	Luk;	EXP_BOTTLE	Lnet/minecraft/server/Item;
uk	bE	Luk;	FIREBALL	Lnet/minecraft/server/Item;
uk	bF	Luk;	BOOK_AND_QUILL	Lnet/minecraft/server/Item;
uk	bG	Luk;	WRITTEN_BOOK	Lnet/minecraft/server/Item;
uk	bH	Luk;	EMERALD	Lnet/minecraft/server/Item;
uk	bI	Luk;	ITEM_FRAME	Lnet/minecraft/server/Item;
uk	bJ	Luk;	FLOWER_POT	Lnet/minecraft/server/Item;
uk	bK	Luk;	CARROT	Lnet/minecraft/server/Item;
uk	bL	Luk;	POTATO	Lnet/minecraft/server/Item;
uk	bM	Luk;	POTATO_BAKED	Lnet/minecraft/server/Item;
uk	bN	Luk;	POTATO_POISON	Lnet/minecraft/server/Item;
uk	bO	Lty;	MAP_EMPTY	Lnet/minecraft/server/ItemMapEmpty;
uk	bP	Luk;	CARROT_GOLDEN	Lnet/minecraft/server/Item;
uk	bQ	Luk;	SKULL	Lnet/minecraft/server/Item;
uk	bR	Luk;	CARROT_STICK	Lnet/minecraft/server/Item;
uk	bS	Luk;	NETHER_STAR	Lnet/minecraft/server/Item;
uk	bT	Luk;	PUMPKIN_PIE	Lnet/minecraft/server/Item;
uk	bU	Luk;	RECORD_1	Lnet/minecraft/server/Item;
uk	bV	Luk;	RECORD_2	Lnet/minecraft/server/Item;
uk	bW	Luk;	RECORD_3	Lnet/minecraft/server/Item;
uk	bX	Luk;	RECORD_4	Lnet/minecraft/server/Item;
uk	bY	Luk;	RECORD_5	Lnet/minecraft/server/Item;
uk	bZ	Luk;	RECORD_6	Lnet/minecraft/server/Item;
uk	ca	Luk;	RECORD_7	Lnet/minecraft/server/Item;
uk	cb	Luk;	RECORD_8	Lnet/minecraft/server/Item;
uk	cc	Luk;	RECORD_9	Lnet/minecraft/server/Item;
uk	cd	Luk;	RECORD_10	Lnet/minecraft/server/Item;
uk	ce	Luk;	RECORD_11	Lnet/minecraft/server/Item;
uk	cf	Luk;	RECORD_12	Lnet/minecraft/server/Item;
uk	cg	I	id	I
uk	ch	I	maxStackSize	I
uk	b	I	durability	I
uk	ci	I	textureId	I
uk	cj	Z	cj	Z
uk	ck	Z	ck	Z
uk	c	Luk;	craftingResult	Lnet/minecraft/server/Item;
uk	cl	Ljava/lang/String;	cl	Ljava/lang/String;
uk	cm	Ljava/lang/String;	name	Ljava/lang/String;
ul	a	Lul;	WOOD	Lnet/minecraft/server/EnumToolMaterial;
ul	b	Lul;	STONE	Lnet/minecraft/server/EnumToolMaterial;
ul	c	Lul;	IRON	Lnet/minecraft/server/EnumToolMaterial;
ul	d	Lul;	DIAMOND	Lnet/minecraft/server/EnumToolMaterial;
ul	e	Lul;	GOLD	Lnet/minecraft/server/EnumToolMaterial;
ul	f	I	f	I
ul	g	I	g	I
ul	h	F	h	F
ul	i	I	i	I
ul	j	I	j	I
ul	k	[Lul;	k	[Lnet/minecraft/server/EnumToolMaterial;
um	a	I	count	I
um	b	I	b	I
um	c	I	id	I
um	d	Lbq;	tag	Lnet/minecraft/server/NBTTagCompound;
um	e	I	damage	I
um	f	Lmc;	f	Lnet/minecraft/server/EntityItemFrame;
uq	a	I	a	I
us	a	Lamj;	a	Lnet/minecraft/server/Block;
us	b	[Ljava/lang/String;	b	[Ljava/lang/String;
ut	c	[Lamj;	c	[Lnet/minecraft/server/Block;
uv	a	Ljava/util/HashMap;	a	Ljava/util/HashMap;
uv	b	Ljava/util/Map;	b	Ljava/util/Map;
ux	b	Ljava/util/Map;	b	Ljava/util/Map;
ux	a	Ljava/lang/String;	a	Ljava/lang/String;
vb	b	I	b	I
vb	c	I	c	I
vc	a	I	id	I
vc	b	I	b	I
ve	c	[Lamj;	c	[Lnet/minecraft/server/Block;
vh	a	[Ljava/lang/String;	a	[Ljava/lang/String;
vh	b	[I	b	[I
vk	a	Z	a	Z
vk	b	Lake;	b	Lnet/minecraft/server/BlockStepAbstract;
vk	c	Lake;	c	Lnet/minecraft/server/BlockStepAbstract;
vl	a	I	id	I
vm	a	I	id	I
vn	a	Lvn;	a	Lnet/minecraft/server/EnumAnimation;
vn	b	Lvn;	b	Lnet/minecraft/server/EnumAnimation;
vn	c	Lvn;	c	Lnet/minecraft/server/EnumAnimation;
vn	d	Lvn;	d	Lnet/minecraft/server/EnumAnimation;
vn	e	Lvn;	e	Lnet/minecraft/server/EnumAnimation;
vn	f	[Lvn;	f	[Lnet/minecraft/server/EnumAnimation;
vp	a	I	damage	I
vp	b	Lul;	b	Lnet/minecraft/server/EnumToolMaterial;
vs	a	Ljava/lang/String;	a	Ljava/lang/String;
vs	b	Ljava/lang/String;	b	Ljava/lang/String;
vs	c	Ljava/lang/String;	c	Ljava/lang/String;
vs	d	Ljava/lang/String;	d	Ljava/lang/String;
vs	e	Ljava/lang/String;	e	Ljava/lang/String;
vs	f	Ljava/lang/String;	f	Ljava/lang/String;
vs	g	Ljava/lang/String;	g	Ljava/lang/String;
vs	h	Ljava/lang/String;	h	Ljava/lang/String;
vs	i	Ljava/lang/String;	i	Ljava/lang/String;
vs	j	Ljava/lang/String;	j	Ljava/lang/String;
vs	k	Ljava/lang/String;	k	Ljava/lang/String;
vs	l	Ljava/lang/String;	l	Ljava/lang/String;
vs	m	Ljava/util/HashMap;	effectDurations	Ljava/util/HashMap;
vs	n	Ljava/util/HashMap;	effectAmplifiers	Ljava/util/HashMap;
vs	o	Ljava/util/HashMap;	o	Ljava/util/HashMap;
vs	p	[Ljava/lang/String;	appearances	[Ljava/lang/String;
w	a	Lv;	a	Lnet/minecraft/server/ICommandDispatcher;
wa	a	[[Ljava/lang/String;	a	[[Ljava/lang/String;
wa	b	[[Ljava/lang/Object;	b	[[Ljava/lang/Object;
wd	a	Lwd;	a	Lnet/minecraft/server/RecipesFurnace;
wd	b	Ljava/util/Map;	recipes	Ljava/util/Map;
wd	c	Ljava/util/Map;	c	Ljava/util/Map;
wg	a	[[Ljava/lang/Object;	a	[[Ljava/lang/Object;
wh	a	Lwh;	a	Lnet/minecraft/server/CraftingManager;
wh	b	Ljava/util/List;	recipes	Ljava/util/List;
wi	a	Lwh;	a	Lnet/minecraft/server/CraftingManager;
wk	b	I	width	I
wk	c	I	height	I
wk	d	[Lum;	items	[Lnet/minecraft/server/ItemStack;
wk	e	Lum;	result	Lnet/minecraft/server/ItemStack;
wk	a	I	a	I
wl	a	Lum;	result	Lnet/minecraft/server/ItemStack;
wl	b	Ljava/util/List;	ingredients	Ljava/util/List;
wn	a	[[Ljava/lang/String;	a	[[Ljava/lang/String;
wn	b	[[Ljava/lang/Object;	b	[[Ljava/lang/Object;
wo	a	[[Ljava/lang/String;	a	[[Ljava/lang/String;
wo	b	[[Ljava/lang/Object;	b	[[Ljava/lang/Object;
wt	A	[Ljava/lang/String;	A	[Ljava/lang/String;
wt	B	[I	B	[I
wt	C	[I	C	[I
wt	D	[I	D	[I
wt	a	I	a	I
ww	b	[Lww;	byId	[Lnet/minecraft/server/Enchantment;
ww	c	Lww;	PROTECTION_ENVIRONMENTAL	Lnet/minecraft/server/Enchantment;
ww	d	Lww;	PROTECTION_FIRE	Lnet/minecraft/server/Enchantment;
ww	e	Lww;	PROTECTION_FALL	Lnet/minecraft/server/Enchantment;
ww	f	Lww;	PROTECTION_EXPLOSIONS	Lnet/minecraft/server/Enchantment;
ww	g	Lww;	PROTECTION_PROJECTILE	Lnet/minecraft/server/Enchantment;
ww	h	Lww;	OXYGEN	Lnet/minecraft/server/Enchantment;
ww	i	Lww;	WATER_WORKER	Lnet/minecraft/server/Enchantment;
ww	j	Lww;	DAMAGE_ALL	Lnet/minecraft/server/Enchantment;
ww	k	Lww;	DAMAGE_UNDEAD	Lnet/minecraft/server/Enchantment;
ww	l	Lww;	DAMAGE_ARTHROPODS	Lnet/minecraft/server/Enchantment;
ww	m	Lww;	KNOCKBACK	Lnet/minecraft/server/Enchantment;
ww	n	Lww;	FIRE_ASPECT	Lnet/minecraft/server/Enchantment;
ww	o	Lww;	LOOT_BONUS_MOBS	Lnet/minecraft/server/Enchantment;
ww	p	Lww;	DIG_SPEED	Lnet/minecraft/server/Enchantment;
ww	q	Lww;	SILK_TOUCH	Lnet/minecraft/server/Enchantment;
ww	r	Lww;	DURABILITY	Lnet/minecraft/server/Enchantment;
ww	s	Lww;	LOOT_BONUS_BLOCKS	Lnet/minecraft/server/Enchantment;
ww	t	Lww;	ARROW_DAMAGE	Lnet/minecraft/server/Enchantment;
ww	u	Lww;	ARROW_KNOCKBACK	Lnet/minecraft/server/Enchantment;
ww	v	Lww;	ARROW_FIRE	Lnet/minecraft/server/Enchantment;
ww	w	Lww;	ARROW_INFINITE	Lnet/minecraft/server/Enchantment;
ww	x	I	id	I
ww	a	I	weight	I
ww	y	Lwx;	slot	Lnet/minecraft/server/EnchantmentSlotType;
ww	z	Ljava/lang/String;	name	Ljava/lang/String;
wx	a	Lwx;	ALL	Lnet/minecraft/server/EnchantmentSlotType;
wx	b	Lwx;	ARMOR	Lnet/minecraft/server/EnchantmentSlotType;
wx	c	Lwx;	ARMOR_FEET	Lnet/minecraft/server/EnchantmentSlotType;
wx	d	Lwx;	ARMOR_LEGS	Lnet/minecraft/server/EnchantmentSlotType;
wx	e	Lwx;	ARMOR_TORSO	Lnet/minecraft/server/EnchantmentSlotType;
wx	f	Lwx;	ARMOR_HEAD	Lnet/minecraft/server/EnchantmentSlotType;
wx	g	Lwx;	WEAPON	Lnet/minecraft/server/EnchantmentSlotType;
wx	h	Lwx;	DIGGER	Lnet/minecraft/server/EnchantmentSlotType;
wx	i	Lwx;	BOW	Lnet/minecraft/server/EnchantmentSlotType;
wx	j	[Lwx;	j	[Lnet/minecraft/server/EnchantmentSlotType;
wy	a	Ljava/util/Random;	random	Ljava/util/Random;
wy	b	Lxc;	b	Lnet/minecraft/server/EnchantmentModifierProtection;
wy	c	Lxb;	c	Lnet/minecraft/server/EnchantmentModifierDamage;
x	a	Ljava/util/Map;	a	Ljava/util/Map;
x	b	Ljava/util/Set;	b	Ljava/util/Set;
xb	a	I	a	I
xb	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
xc	a	I	a	I
xc	b	Llh;	b	Lnet/minecraft/server/DamageSource;
xd	b	Lww;	enchantment	Lnet/minecraft/server/Enchantment;
xd	c	I	level	I
xi	A	[Ljava/lang/String;	A	[Ljava/lang/String;
xi	B	[I	B	[I
xi	C	[I	C	[I
xi	D	[I	D	[I
xi	a	I	a	I
xm	a	Lum;	buyingItem1	Lnet/minecraft/server/ItemStack;
xm	b	Lum;	buyingItem2	Lnet/minecraft/server/ItemStack;
xm	c	Lum;	sellingItem	Lnet/minecraft/server/ItemStack;
xm	d	I	uses	I
xm	e	I	maxUses	I
xo	a	I	x	I
xo	b	I	z	I
xq	a	Z	a	Z
xq	b	Z	b	Z
xq	i	I	i	I
xq	j	Ljava/util/Random;	j	Ljava/util/Random;
xq	k	Lxv;	world	Lnet/minecraft/server/World;
xq	c	D	posX	D
xq	d	D	posY	D
xq	e	D	posZ	D
xq	f	Llq;	source	Lnet/minecraft/server/Entity;
xq	g	F	size	F
xq	h	Ljava/util/List;	blocks	Ljava/util/List;
xq	l	Ljava/util/Map;	l	Ljava/util/Map;
xs	a	Ljava/util/TreeMap;	a	Ljava/util/TreeMap;
xt	a	Ljava/lang/String;	a	Ljava/lang/String;
xt	b	Z	b	Z
xt	c	I	c	I
xt	d	D	d	D
xv	d	Z	d	Z
xv	e	Ljava/util/List;	entityList	Ljava/util/List;
xv	f	Ljava/util/List;	f	Ljava/util/List;
xv	g	Ljava/util/List;	tileEntityList	Ljava/util/List;
xv	a	Ljava/util/List;	a	Ljava/util/List;
xv	b	Ljava/util/List;	b	Ljava/util/List;
xv	h	Ljava/util/List;	players	Ljava/util/List;
xv	i	Ljava/util/List;	i	Ljava/util/List;
xv	c	J	c	J
xv	j	I	j	I
xv	k	I	k	I
xv	l	I	l	I
xv	m	F	m	F
xv	n	F	n	F
xv	o	F	o	F
xv	p	F	p	F
xv	q	I	q	I
xv	r	I	r	I
xv	s	Z	suppressPhysics	Z
xv	t	I	difficulty	I
xv	u	Ljava/util/Random;	random	Ljava/util/Random;
xv	v	Laaj;	worldProvider	Lnet/minecraft/server/WorldProvider;
xv	w	Ljava/util/List;	w	Ljava/util/List;
xv	x	Lzp;	chunkProvider	Lnet/minecraft/server/IChunkProvider;
xv	y	Laia;	dataManager	Lnet/minecraft/server/IDataManager;
xv	z	Lahq;	worldData	Lnet/minecraft/server/WorldData;
xv	A	Z	isLoading	Z
xv	B	Laio;	worldMaps	Lnet/minecraft/server/WorldMapCollection;
xv	C	Lou;	villages	Lnet/minecraft/server/VillageCollection;
xv	D	Lot;	siegeManager	Lnet/minecraft/server/VillageSiege;
xv	E	Lkh;	methodProfiler	Lnet/minecraft/server/MethodProfiler;
xv	K	Laoc;	K	Lnet/minecraft/server/Vec3DPool;
xv	L	Ljava/util/Calendar;	L	Ljava/util/Calendar;
xv	M	Ljava/util/ArrayList;	M	Ljava/util/ArrayList;
xv	N	Z	N	Z
xv	F	Z	allowMonsters	Z
xv	G	Z	allowAnimals	Z
xv	H	Ljava/util/Set;	chunkTickList	Ljava/util/Set;
xv	O	I	O	I
xv	I	[I	I	[I
xv	P	Ljava/util/List;	P	Ljava/util/List;
xv	J	Z	isStatic	Z
xw	a	I	a	I
xw	b	Lxv;	b	Lnet/minecraft/server/World;
xx	a	Lxv;	a	Lnet/minecraft/server/World;
xy	a	Lxv;	a	Lnet/minecraft/server/World;
yd	a	J	a	J
yd	b	Lye;	b	Lnet/minecraft/server/EnumGamemode;
yd	c	Z	c	Z
yd	d	Z	d	Z
yd	e	Lyg;	e	Lnet/minecraft/server/WorldType;
yd	f	Z	f	Z
yd	g	Z	g	Z
yd	h	Ljava/lang/String;	h	Ljava/lang/String;
ye	a	Lye;	NONE	Lnet/minecraft/server/EnumGamemode;
ye	b	Lye;	SURVIVAL	Lnet/minecraft/server/EnumGamemode;
ye	c	Lye;	CREATIVE	Lnet/minecraft/server/EnumGamemode;
ye	d	Lye;	ADVENTURE	Lnet/minecraft/server/EnumGamemode;
ye	e	I	e	I
ye	f	Ljava/lang/String;	f	Ljava/lang/String;
ye	g	[Lye;	g	[Lnet/minecraft/server/EnumGamemode;
yg	a	[Lyg;	types	[Lnet/minecraft/server/WorldType;
yg	b	Lyg;	NORMAL	Lnet/minecraft/server/WorldType;
yg	c	Lyg;	FLAT	Lnet/minecraft/server/WorldType;
yg	d	Lyg;	LARGE_BIOMES	Lnet/minecraft/server/WorldType;
yg	e	Lyg;	NORMAL_1_1	Lnet/minecraft/server/WorldType;
yg	f	I	f	I
yg	g	Ljava/lang/String;	name	Ljava/lang/String;
yg	h	I	version	I
yg	i	Z	i	Z
yg	j	Z	j	Z
yh	a	Lyh;	SKY	Lnet/minecraft/server/EnumSkyBlock;
yh	b	Lyh;	BLOCK	Lnet/minecraft/server/EnumSkyBlock;
yh	c	I	c	I
yh	d	[Lyh;	d	[Lnet/minecraft/server/EnumSkyBlock;
yi	b	Ljava/util/HashMap;	b	Ljava/util/HashMap;
yi	a	[Ljava/lang/Class;	a	[Ljava/lang/Class;
yj	a	Lin;	a	Lnet/minecraft/server/WorldServer;
yj	b	Ljava/util/Random;	b	Ljava/util/Random;
yj	c	Lkc;	c	Lnet/minecraft/server/LongHashMap;
yj	d	Ljava/util/List;	d	Ljava/util/List;
yk	d	J	d	J
yk	e	Lyj;	e	Lnet/minecraft/server/PortalTravelAgent;
yl	a	I	a	I
yl	b	I	b	I
yl	c	[[Lzs;	c	[[Lnet/minecraft/server/Chunk;
yl	d	Z	d	Z
yl	e	Lxv;	e	Lnet/minecraft/server/World;
ym	g	J	g	J
ym	a	I	a	I
ym	b	I	b	I
ym	c	I	c	I
ym	d	I	d	I
ym	e	J	e	J
ym	f	I	f	I
ym	h	J	h	J
yn	a	I	a	I
yn	b	I	b	I
yn	c	I	c	I
yn	d	I	d	I
yn	e	I	e	I
yn	f	I	f	I
yo	a	I	x	I
yo	b	I	y	I
yo	c	I	z	I
yr	a	[Lyr;	biomes	[Lnet/minecraft/server/BiomeBase;
yr	b	Lyr;	OCEAN	Lnet/minecraft/server/BiomeBase;
yr	c	Lyr;	PLAINS	Lnet/minecraft/server/BiomeBase;
yr	d	Lyr;	DESERT	Lnet/minecraft/server/BiomeBase;
yr	e	Lyr;	EXTREME_HILLS	Lnet/minecraft/server/BiomeBase;
yr	f	Lyr;	FOREST	Lnet/minecraft/server/BiomeBase;
yr	g	Lyr;	TAIGA	Lnet/minecraft/server/BiomeBase;
yr	h	Lyr;	SWAMPLAND	Lnet/minecraft/server/BiomeBase;
yr	i	Lyr;	RIVER	Lnet/minecraft/server/BiomeBase;
yr	j	Lyr;	HELL	Lnet/minecraft/server/BiomeBase;
yr	k	Lyr;	SKY	Lnet/minecraft/server/BiomeBase;
