obf-class	obf-method	obf-signature	cb-method	cb-signature
ajj	l	(Lxv;III)F	l	(Lnet/minecraft/server/World;III)F
ajj	a	(II)I	a	(II)I
ajj	d	()I	d	()I
ajj	h	()I	h	()I
ajj	j	()I	j	()I
ajj	a	(Lxv;IIIIFI)V	dropNaturally	(Lnet/minecraft/server/World;IIIIFI)V
ajj	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
ajj	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
ajk	ajk	(II)V	net.minecraft.server.BlockDeadBush	(II)V
ajk	d_	(I)Z	d_	(I)Z
ajk	a	(II)I	a	(II)I
ajk	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
ajk	a	(Lxv;Lqx;IIII)V	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;IIII)V
ajl	ajl	(II)V	net.minecraft.server.BlockMinecartDetector	(II)V
ajl	r_	()I	r_	()I
ajl	i	()Z	isPowerSource	()Z
ajl	a	(Lxv;IIILlq;)V	a	(Lnet/minecraft/server/World;IIILnet/minecraft/server/Entity;)V
ajl	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
ajl	b	(Lyf;IIII)Z	b	(Lnet/minecraft/server/IBlockAccess;IIII)Z
ajl	c	(Lyf;IIII)Z	c	(Lnet/minecraft/server/IBlockAccess;IIII)Z
ajl	d	(Lxv;IIII)V	d	(Lnet/minecraft/server/World;IIII)V
ajm	ajm	(IZ)V	net.minecraft.server.BlockDiode	(IZ)V
ajm	b	()Z	b	()Z
ajm	b	(Lxv;III)Z	canPlace	(Lnet/minecraft/server/World;III)Z
ajm	d	(Lxv;III)Z	d	(Lnet/minecraft/server/World;III)Z
ajm	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
ajm	a	(II)I	a	(II)I
ajm	d	()I	d	()I
ajm	a	(I)I	a	(I)I
ajm	c	(Lyf;IIII)Z	c	(Lnet/minecraft/server/IBlockAccess;IIII)Z
ajm	b	(Lyf;IIII)Z	b	(Lnet/minecraft/server/IBlockAccess;IIII)Z
ajm	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
ajm	i	(Lxv;IIII)Z	i	(Lnet/minecraft/server/World;IIII)Z
ajm	e	(Lyf;IIII)Z	e	(Lnet/minecraft/server/IBlockAccess;IIII)Z
ajm	a	(Lxv;IIILqx;IFFF)Z	interact	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;IFFF)Z
ajm	i	()Z	isPowerSource	()Z
ajm	a	(Lxv;IIILmd;)V	postPlace	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityLiving;)V
ajm	g	(Lxv;III)V	onPlace	(Lnet/minecraft/server/World;III)V
ajm	c	(Lxv;IIII)V	postBreak	(Lnet/minecraft/server/World;IIII)V
ajm	c	()Z	c	()Z
ajm	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
ajm	c	(I)Z	c	(I)Z
ajm	d	(Lxv;IIII)Z	d	(Lnet/minecraft/server/World;IIII)Z
ajm	{}	()V	{}	()V
ajn	ajn	(IILagb;)V	net.minecraft.server.BlockDirectional	(IILnet/minecraft/server/Material;)V
ajn	ajn	(ILagb;)V	net.minecraft.server.BlockDirectional	(ILnet/minecraft/server/Material;)V
ajn	e	(I)I	e	(I)I
ajo	ajo	(II)V	net.minecraft.server.BlockDirt	(II)V
ajp	ajp	(I)V	net.minecraft.server.BlockDispenser	(I)V
ajp	r_	()I	r_	()I
ajp	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
ajp	g	(Lxv;III)V	onPlace	(Lnet/minecraft/server/World;III)V
ajp	l	(Lxv;III)V	l	(Lnet/minecraft/server/World;III)V
ajp	a	(I)I	a	(I)I
ajp	a	(Lxv;IIILqx;IFFF)Z	interact	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;IFFF)Z
ajp	n	(Lxv;III)V	dispense	(Lnet/minecraft/server/World;III)V
ajp	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
ajp	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
ajp	a	(Lxv;)Lanq;	a	(Lnet/minecraft/server/World;)Lnet/minecraft/server/TileEntity;
ajp	a	(Lxv;IIILmd;)V	postPlace	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityLiving;)V
ajp	a	(Lxv;IIIII)V	remove	(Lnet/minecraft/server/World;IIIII)V
ajp	a	(Lax;)Lbg;	a	(Lnet/minecraft/server/ISourceBlock;)Lnet/minecraft/server/IPosition;
ajp	{}	()V	{}	()V
ajq	ajq	(ILagb;)V	net.minecraft.server.BlockDoor	(ILnet/minecraft/server/Material;)V
ajq	c	()Z	c	()Z
ajq	c	(Lyf;III)Z	c	(Lnet/minecraft/server/IBlockAccess;III)Z
ajq	b	()Z	b	()Z
ajq	d	()I	d	()I
ajq	e	(Lxv;III)Lanw;	e	(Lnet/minecraft/server/World;III)Lnet/minecraft/server/AxisAlignedBB;
ajq	a	(Lyf;III)V	updateShape	(Lnet/minecraft/server/IBlockAccess;III)V
ajq	d	(Lyf;III)I	d	(Lnet/minecraft/server/IBlockAccess;III)I
ajq	a_	(Lyf;III)Z	a_	(Lnet/minecraft/server/IBlockAccess;III)Z
ajq	e	(I)V	e	(I)V
ajq	a	(Lxv;IIILqx;)V	attack	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;)V
ajq	a	(Lxv;IIILqx;IFFF)Z	interact	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;IFFF)Z
ajq	a	(Lxv;IIIZ)V	setDoor	(Lnet/minecraft/server/World;IIIZ)V
ajq	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
ajq	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
ajq	a	(Lxv;IIILaob;Laob;)Lanz;	a	(Lnet/minecraft/server/World;IIILnet/minecraft/server/Vec3D;Lnet/minecraft/server/Vec3D;)Lnet/minecraft/server/MovingObjectPosition;
ajq	b	(Lxv;III)Z	canPlace	(Lnet/minecraft/server/World;III)Z
ajq	q_	()I	q_	()I
ajq	b_	(Lyf;III)I	b_	(Lnet/minecraft/server/IBlockAccess;III)I
ajq	a	(Lxv;IIIILqx;)V	a	(Lnet/minecraft/server/World;IIIILnet/minecraft/server/EntityHuman;)V
ajr	ajr	(II)V	net.minecraft.server.BlockDragonEgg	(II)V
ajr	g	(Lxv;III)V	onPlace	(Lnet/minecraft/server/World;III)V
ajr	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
ajr	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
ajr	l	(Lxv;III)V	l	(Lnet/minecraft/server/World;III)V
ajr	a	(Lxv;IIILqx;IFFF)Z	interact	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;IFFF)Z
ajr	a	(Lxv;IIILqx;)V	attack	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;)V
ajr	n	(Lxv;III)V	n	(Lnet/minecraft/server/World;III)V
ajr	r_	()I	r_	()I
ajr	c	()Z	c	()Z
ajr	b	()Z	b	()Z
ajr	d	()I	d	()I
ajs	ajs	(I)V	net.minecraft.server.BlockEnchantmentTable	(I)V
ajs	b	()Z	b	()Z
ajs	c	()Z	c	()Z
ajs	a	(II)I	a	(II)I
ajs	a	(I)I	a	(I)I
ajs	a	(Lxv;)Lanq;	a	(Lnet/minecraft/server/World;)Lnet/minecraft/server/TileEntity;
ajs	a	(Lxv;IIILqx;IFFF)Z	interact	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;IFFF)Z
ajt	ajt	(I)V	net.minecraft.server.BlockEnderChest	(I)V
ajt	c	()Z	c	()Z
ajt	b	()Z	b	()Z
ajt	d	()I	d	()I
ajt	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
ajt	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
ajt	s_	()Z	s_	()Z
ajt	a	(Lxv;IIILmd;)V	postPlace	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityLiving;)V
ajt	a	(Lxv;IIILqx;IFFF)Z	interact	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;IFFF)Z
ajt	a	(Lxv;)Lanq;	a	(Lnet/minecraft/server/World;)Lnet/minecraft/server/TileEntity;
aju	aju	(ILagb;)V	net.minecraft.server.BlockContainer	(ILnet/minecraft/server/Material;)V
aju	aju	(IILagb;)V	net.minecraft.server.BlockContainer	(IILnet/minecraft/server/Material;)V
aju	g	(Lxv;III)V	onPlace	(Lnet/minecraft/server/World;III)V
aju	a	(Lxv;IIIII)V	remove	(Lnet/minecraft/server/World;IIIII)V
aju	a	(Lxv;)Lanq;	a	(Lnet/minecraft/server/World;)Lnet/minecraft/server/TileEntity;
aju	b	(Lxv;IIIII)V	b	(Lnet/minecraft/server/World;IIIII)V
ajv	ajv	(I)V	net.minecraft.server.BlockSoil	(I)V
ajv	e	(Lxv;III)Lanw;	e	(Lnet/minecraft/server/World;III)Lnet/minecraft/server/AxisAlignedBB;
ajv	c	()Z	c	()Z
ajv	b	()Z	b	()Z
ajv	a	(II)I	a	(II)I
ajv	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
ajv	a	(Lxv;IIILlq;F)V	a	(Lnet/minecraft/server/World;IIILnet/minecraft/server/Entity;F)V
ajv	l	(Lxv;III)Z	l	(Lnet/minecraft/server/World;III)Z
ajv	n	(Lxv;III)Z	n	(Lnet/minecraft/server/World;III)Z
ajv	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
ajv	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
ajw	ajw	(II)V	net.minecraft.server.BlockFenceGate	(II)V
ajw	b	(Lxv;III)Z	canPlace	(Lnet/minecraft/server/World;III)Z
ajw	e	(Lxv;III)Lanw;	e	(Lnet/minecraft/server/World;III)Lnet/minecraft/server/AxisAlignedBB;
ajw	a	(Lyf;III)V	updateShape	(Lnet/minecraft/server/IBlockAccess;III)V
ajw	c	()Z	c	()Z
ajw	b	()Z	b	()Z
ajw	c	(Lyf;III)Z	c	(Lnet/minecraft/server/IBlockAccess;III)Z
ajw	d	()I	d	()I
ajw	a	(Lxv;IIILmd;)V	postPlace	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityLiving;)V
ajw	a	(Lxv;IIILqx;IFFF)Z	interact	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;IFFF)Z
ajw	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
ajw	c	(I)Z	c	(I)Z
ajx	ajx	(II)V	net.minecraft.server.BlockFence	(II)V
ajx	ajx	(IILagb;)V	net.minecraft.server.BlockFence	(IILnet/minecraft/server/Material;)V
ajx	e	(Lxv;III)Lanw;	e	(Lnet/minecraft/server/World;III)Lnet/minecraft/server/AxisAlignedBB;
ajx	a	(Lyf;III)V	updateShape	(Lnet/minecraft/server/IBlockAccess;III)V
ajx	c	()Z	c	()Z
ajx	b	()Z	b	()Z
ajx	c	(Lyf;III)Z	c	(Lnet/minecraft/server/IBlockAccess;III)Z
ajx	d	()I	d	()I
ajx	d	(Lyf;III)Z	d	(Lnet/minecraft/server/IBlockAccess;III)Z
ajx	c	(I)Z	c	(I)Z
ajy	ajy	(II)V	net.minecraft.server.BlockFire	(II)V
ajy	t_	()V	t_	()V
ajy	a	(III)V	a	(III)V
ajy	e	(Lxv;III)Lanw;	e	(Lnet/minecraft/server/World;III)Lnet/minecraft/server/AxisAlignedBB;
ajy	c	()Z	c	()Z
ajy	b	()Z	b	()Z
ajy	d	()I	d	()I
ajy	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
ajy	r_	()I	r_	()I
ajy	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
ajy	l	()Z	l	()Z
ajy	a	(Lxv;IIIILjava/util/Random;I)V	a	(Lnet/minecraft/server/World;IIIILjava/util/Random;I)V
ajy	l	(Lxv;III)Z	l	(Lnet/minecraft/server/World;III)Z
ajy	n	(Lxv;III)I	n	(Lnet/minecraft/server/World;III)I
ajy	m	()Z	m	()Z
ajy	d	(Lyf;III)Z	d	(Lnet/minecraft/server/IBlockAccess;III)Z
ajy	d	(Lxv;IIII)I	d	(Lnet/minecraft/server/World;IIII)I
ajy	b	(Lxv;III)Z	canPlace	(Lnet/minecraft/server/World;III)Z
ajy	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
ajy	g	(Lxv;III)V	onPlace	(Lnet/minecraft/server/World;III)V
ajz	ajz	(I)V	net.minecraft.server.BlockFlowerPot	(I)V
ajz	f	()V	f	()V
ajz	c	()Z	c	()Z
ajz	d	()I	d	()I
ajz	b	()Z	b	()Z
ajz	a	(Lxv;IIILqx;IFFF)Z	interact	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;IFFF)Z
ajz	h	(Lxv;III)I	getDropData	(Lnet/minecraft/server/World;III)I
ajz	b	(Lxv;III)Z	canPlace	(Lnet/minecraft/server/World;III)Z
ajz	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
ajz	a	(Lxv;IIIIFI)V	dropNaturally	(Lnet/minecraft/server/World;IIIIFI)V
ajz	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
ajz	c	(I)Lum;	c	(I)Lnet/minecraft/server/ItemStack;
ajz	a	(Lum;)I	a	(Lnet/minecraft/server/ItemStack;)I
ak	ak	()V	net.minecraft.server.CommandKill	()V
ak	c	()Ljava/lang/String;	c	()Ljava/lang/String;
ak	a	()I	a	()I
ak	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
aka	aka	(IZ)V	net.minecraft.server.BlockFurnace	(IZ)V
aka	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
aka	g	(Lxv;III)V	onPlace	(Lnet/minecraft/server/World;III)V
aka	l	(Lxv;III)V	l	(Lnet/minecraft/server/World;III)V
aka	a	(I)I	a	(I)I
aka	a	(Lxv;IIILqx;IFFF)Z	interact	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;IFFF)Z
aka	a	(ZLxv;III)V	a	(ZLnet/minecraft/server/World;III)V
aka	a	(Lxv;)Lanq;	a	(Lnet/minecraft/server/World;)Lnet/minecraft/server/TileEntity;
aka	a	(Lxv;IIILmd;)V	postPlace	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityLiving;)V
aka	a	(Lxv;IIIII)V	remove	(Lnet/minecraft/server/World;IIIII)V
aka	{}	()V	{}	()V
akb	akb	(IILagb;Z)V	net.minecraft.server.BlockGlass	(IILnet/minecraft/server/Material;Z)V
akb	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
akb	c	()Z	c	()Z
akb	b	()Z	b	()Z
akb	s_	()Z	s_	()Z
akc	akc	(I)V	net.minecraft.server.BlockGrass	(I)V
akc	a	(II)I	a	(II)I
akc	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
akc	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
akd	akd	(II)V	net.minecraft.server.BlockGravel	(II)V
akd	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
ake	ake	(IZLagb;)V	net.minecraft.server.BlockStepAbstract	(IZLnet/minecraft/server/Material;)V
ake	a	(Lyf;III)V	updateShape	(Lnet/minecraft/server/IBlockAccess;III)V
ake	f	()V	f	()V
ake	a	(Lxv;IIILanw;Ljava/util/List;Llq;)V	a	(Lnet/minecraft/server/World;IIILnet/minecraft/server/AxisAlignedBB;Ljava/util/List;Lnet/minecraft/server/Entity;)V
ake	a	(I)I	a	(I)I
ake	c	()Z	c	()Z
ake	a	(Lxv;IIIIFFFI)I	getPlacedData	(Lnet/minecraft/server/World;IIIIFFFI)I
ake	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
ake	b	(I)I	getDropData	(I)I
ake	b	()Z	b	()Z
ake	d	(I)Ljava/lang/String;	d	(I)Ljava/lang/String;
akf	akf	(IILagb;Z)V	net.minecraft.server.BlockHalfTransparant	(IILnet/minecraft/server/Material;Z)V
akf	c	()Z	c	()Z
akg	akg	(II)V	net.minecraft.server.BlockSand	(II)V
akg	akg	(IILagb;)V	net.minecraft.server.BlockSand	(IILnet/minecraft/server/Material;)V
akg	g	(Lxv;III)V	onPlace	(Lnet/minecraft/server/World;III)V
akg	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
akg	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
akg	l	(Lxv;III)V	l	(Lnet/minecraft/server/World;III)V
akg	a	(Lpw;)V	a	(Lnet/minecraft/server/EntityFallingBlock;)V
akg	r_	()I	r_	()I
akg	a_	(Lxv;III)Z	canFall	(Lnet/minecraft/server/World;III)Z
akg	a_	(Lxv;IIII)V	a_	(Lnet/minecraft/server/World;IIII)V
akg	{}	()V	{}	()V
akh	akh	(II)V	net.minecraft.server.BlockSlowSand	(II)V
akh	e	(Lxv;III)Lanw;	e	(Lnet/minecraft/server/World;III)Lnet/minecraft/server/AxisAlignedBB;
akh	a	(Lxv;IIILlq;)V	a	(Lnet/minecraft/server/World;IIILnet/minecraft/server/Entity;)V
aki	aki	(II)V	net.minecraft.server.BlockBloodStone	(II)V
akj	akj	(ILagb;II)V	net.minecraft.server.BlockHugeMushroom	(ILnet/minecraft/server/Material;II)V
akj	a	(II)I	a	(II)I
akj	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
akj	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
akk	akk	(II)V	net.minecraft.server.BlockIce	(II)V
akk	a	(Lxv;Lqx;IIII)V	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;IIII)V
akk	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
akk	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
akk	q_	()I	q_	()I
akl	akl	(II)V	net.minecraft.server.BlockLadder	(II)V
akl	e	(Lxv;III)Lanw;	e	(Lnet/minecraft/server/World;III)Lnet/minecraft/server/AxisAlignedBB;
akl	a	(Lyf;III)V	updateShape	(Lnet/minecraft/server/IBlockAccess;III)V
akl	d	(I)V	d	(I)V
akl	c	()Z	c	()Z
akl	b	()Z	b	()Z
akl	d	()I	d	()I
akl	b	(Lxv;III)Z	canPlace	(Lnet/minecraft/server/World;III)Z
akl	a	(Lxv;IIIIFFFI)I	getPlacedData	(Lnet/minecraft/server/World;IIIIFFFI)I
akl	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
akl	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
akm	akm	(II)V	net.minecraft.server.BlockLeaves	(II)V
akm	a	(Lxv;IIIII)V	remove	(Lnet/minecraft/server/World;IIIII)V
akm	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
akm	l	(Lxv;III)V	l	(Lnet/minecraft/server/World;III)V
akm	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
akm	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
akm	a	(Lxv;IIIIFI)V	dropNaturally	(Lnet/minecraft/server/World;IIIIFI)V
akm	a	(Lxv;Lqx;IIII)V	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/EntityHuman;IIII)V
akm	b	(I)I	getDropData	(I)I
akm	c	()Z	c	()Z
akm	a	(II)I	a	(II)I
akm	{}	()V	{}	()V
ako	ako	(II)V	net.minecraft.server.BlockLever	(II)V
ako	e	(Lxv;III)Lanw;	e	(Lnet/minecraft/server/World;III)Lnet/minecraft/server/AxisAlignedBB;
ako	c	()Z	c	()Z
ako	b	()Z	b	()Z
ako	d	()I	d	()I
ako	b_	(Lxv;IIII)Z	canPlace	(Lnet/minecraft/server/World;IIII)Z
ako	b	(Lxv;III)Z	canPlace	(Lnet/minecraft/server/World;III)Z
ako	a	(Lxv;IIIIFFFI)I	getPlacedData	(Lnet/minecraft/server/World;IIIIFFFI)I
ako	d	(I)I	d	(I)I
ako	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
ako	l	(Lxv;III)Z	l	(Lnet/minecraft/server/World;III)Z
ako	a	(Lyf;III)V	updateShape	(Lnet/minecraft/server/IBlockAccess;III)V
ako	a	(Lxv;IIILqx;)V	attack	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;)V
ako	a	(Lxv;IIILqx;IFFF)Z	interact	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;IFFF)Z
ako	a	(Lxv;IIIII)V	remove	(Lnet/minecraft/server/World;IIIII)V
ako	b	(Lyf;IIII)Z	b	(Lnet/minecraft/server/IBlockAccess;IIII)Z
ako	c	(Lyf;IIII)Z	c	(Lnet/minecraft/server/IBlockAccess;IIII)Z
ako	i	()Z	isPowerSource	()Z
akp	akp	(IILagb;)V	net.minecraft.server.BlockLightStone	(IILnet/minecraft/server/Material;)V
akp	a	(ILjava/util/Random;)I	getDropCount	(ILjava/util/Random;)I
akp	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
akp	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
akq	akq	(ILagb;)V	net.minecraft.server.BlockFluids	(ILnet/minecraft/server/Material;)V
akq	c	(Lyf;III)Z	c	(Lnet/minecraft/server/IBlockAccess;III)Z
akq	d	(I)F	d	(I)F
akq	a	(I)I	a	(I)I
akq	f_	(Lxv;III)I	f_	(Lnet/minecraft/server/World;III)I
akq	d	(Lyf;III)I	d	(Lnet/minecraft/server/IBlockAccess;III)I
akq	b	()Z	b	()Z
akq	c	()Z	c	()Z
akq	a	(IZ)Z	a	(IZ)Z
akq	a_	(Lyf;IIII)Z	a_	(Lnet/minecraft/server/IBlockAccess;IIII)Z
akq	e	(Lxv;III)Lanw;	e	(Lnet/minecraft/server/World;III)Lnet/minecraft/server/AxisAlignedBB;
akq	d	()I	d	()I
akq	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
akq	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
akq	g	(Lyf;III)Laob;	g	(Lnet/minecraft/server/IBlockAccess;III)Lnet/minecraft/server/Vec3D;
akq	a	(Lxv;IIILlq;Laob;)V	a	(Lnet/minecraft/server/World;IIILnet/minecraft/server/Entity;Lnet/minecraft/server/Vec3D;)V
akq	r_	()I	r_	()I
akq	g	(Lxv;III)V	onPlace	(Lnet/minecraft/server/World;III)V
akq	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
akq	l	(Lxv;III)V	l	(Lnet/minecraft/server/World;III)V
akq	j	(Lxv;III)V	fizz	(Lnet/minecraft/server/World;III)V
akr	akr	(ILagb;)V	net.minecraft.server.BlockFlowing	(ILnet/minecraft/server/Material;)V
akr	l	(Lxv;III)V	l	(Lnet/minecraft/server/World;III)V
akr	c	(Lyf;III)Z	c	(Lnet/minecraft/server/IBlockAccess;III)Z
akr	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
akr	i	(Lxv;IIII)V	flow	(Lnet/minecraft/server/World;IIII)V
akr	d	(Lxv;IIIII)I	d	(Lnet/minecraft/server/World;IIIII)I
akr	n	(Lxv;III)[Z	n	(Lnet/minecraft/server/World;III)[Z
akr	o	(Lxv;III)Z	o	(Lnet/minecraft/server/World;III)Z
akr	d	(Lxv;IIII)I	d	(Lnet/minecraft/server/World;IIII)I
akr	p	(Lxv;III)Z	p	(Lnet/minecraft/server/World;III)Z
akr	g	(Lxv;III)V	onPlace	(Lnet/minecraft/server/World;III)V
akr	l	()Z	l	()Z
aks	aks	(ILagb;)V	net.minecraft.server.BlockStationary	(ILnet/minecraft/server/Material;)V
aks	c	(Lyf;III)Z	c	(Lnet/minecraft/server/IBlockAccess;III)Z
aks	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
aks	l	(Lxv;III)V	l	(Lnet/minecraft/server/World;III)V
aks	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
aks	n	(Lxv;III)Z	n	(Lnet/minecraft/server/World;III)Z
akt	akt	(I)V	net.minecraft.server.BlockLockedChest	(I)V
akt	a	(I)I	a	(I)I
akt	b	(Lxv;III)Z	canPlace	(Lnet/minecraft/server/World;III)Z
akt	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
aku	aku	(I)V	net.minecraft.server.BlockMelon	(I)V
aku	a	(II)I	a	(II)I
aku	a	(I)I	a	(I)I
aku	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
aku	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
aku	a	(ILjava/util/Random;)I	getDropCount	(ILjava/util/Random;)I
akv	akv	(II)V	net.minecraft.server.BlockOreBlock	(II)V
akv	a	(I)I	a	(I)I
akw	akw	(II)V	net.minecraft.server.BlockMobSpawner	(II)V
akw	a	(Lxv;)Lanq;	a	(Lnet/minecraft/server/World;)Lnet/minecraft/server/TileEntity;
akw	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
akw	a	(Ljava/util/Random;)I	a	(Ljava/util/Random;)I
akw	a	(Lxv;IIIIFI)V	dropNaturally	(Lnet/minecraft/server/World;IIIIFI)V
akw	c	()Z	c	()Z
akx	akx	(II)V	net.minecraft.server.BlockMushroom	(II)V
akx	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
akx	b	(Lxv;III)Z	canPlace	(Lnet/minecraft/server/World;III)Z
akx	d_	(I)Z	d_	(I)Z
akx	d	(Lxv;III)Z	d	(Lnet/minecraft/server/World;III)Z
akx	c	(Lxv;IIILjava/util/Random;)Z	grow	(Lnet/minecraft/server/World;IIILjava/util/Random;)Z
aky	aky	(I)V	net.minecraft.server.BlockNote	(I)V
aky	a	(I)I	a	(I)I
aky	a	(Lxv;IIII)V	doPhysics	(Lnet/minecraft/server/World;IIII)V
aky	a	(Lxv;IIILqx;IFFF)Z	interact	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;IFFF)Z
aky	a	(Lxv;IIILqx;)V	attack	(Lnet/minecraft/server/World;IIILnet/minecraft/server/EntityHuman;)V
aky	a	(Lxv;)Lanq;	a	(Lnet/minecraft/server/World;)Lnet/minecraft/server/TileEntity;
aky	b	(Lxv;IIIII)V	b	(Lnet/minecraft/server/World;IIIII)V
akz	akz	(I)V	net.minecraft.server.BlockMycel	(I)V
akz	a	(II)I	a	(II)I
akz	b	(Lxv;IIILjava/util/Random;)V	b	(Lnet/minecraft/server/World;IIILjava/util/Random;)V
akz	a	(ILjava/util/Random;I)I	getDropType	(ILjava/util/Random;I)I
al	al	()V	net.minecraft.server.CommandSeed	()V
al	b	(Laa;)Z	b	(Lnet/minecraft/server/ICommandListener;)Z
